duration_hours,duration_days,pr_number,pr_id,state,is_merged,is_draft,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author_login,author_id,merged_by_login,reviewer_count,reviewers,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,time_to_first_review_hours,time_to_first_approval_hours,timeline_event_count,commit_count_timeline,comment_count_timeline,review_requested_count,title,title_length,body_length,repo_language,description,description_length,is_bug_fix,is_new_feature,is_update,is_refactor,is_backend,is_frontend,task_id,images_count,videos_count,body,non_working_hours,non_working_days,effective_hours,effective_days,description_word_count,description_croatian_words,description_english_words,description_croatian_pct,description_english_pct,title_word_count,title_croatian_words,title_english_words,title_croatian_pct,title_english_pct
86.6061111111111,3.6085879629629622,510,2840983586,closed,True,False,2025-09-18T16:44:26Z,2025-09-22T07:20:48Z,2025-09-22T07:20:48Z,2025-11-21T22:45:46Z,,2025-09-18T16:44:26+00:00,[user_5],5,[user_5],6,[user_2]|[user_4]|[user]|[user_6]|[user_7]|[user_3],38,1,6,4,39,0,0,3,3,0,0,0,2025-09-18T20:49:38+00:00,2025-09-18T20:49:38+00:00,4.086666666666667,4.086666666666667,19,4,0,6,815 be nedostaje id mismatch validacija,39,138,TypeScript,"Dodana ID mismatch validacija, ali ne na svim PATCH/PUT rutama, vec na onim koje sadrže ID u bodyu. Mogu dodat i na ostale.",123,False,False,False,False,True,False,TASK_ID,0,0,"# Description

Dodana ID mismatch validacija, ali ne na svim PATCH/PUT rutama, vec na onim koje sadrže ID u bodyu. Mogu dodat i na ostale.",48.0,2.0,38.606111111111105,1.6085879629629622,24,20,2,83.33333333333334,8.333333333333332,6,0,6,0.0,100.0
160.80333333333334,6.7001388888888895,511,2841391659,closed,True,False,2025-09-18T19:07:50Z,2025-09-25T11:56:02Z,2025-09-25T11:56:02Z,2025-09-25T11:56:03Z,2025-09-22T20:51:27Z,2025-09-18T19:07:50+00:00,[user_6],6,[user_6],3,[user_4]|[user]|[user_7],54,26,1,4,80,0,6,2,1,1,0,0,2025-09-18T22:14:58+00:00,2025-09-23T13:56:26+00:00,3.118888888888889,114.81,15,4,0,3,954 fe način isporuke,21,200,TypeScript,Checkboxovi za način isporuke nisu funkcionirali. Da bi se promjenio način isporuke trenutni checkbox bi se morao odznačiti kako bi se drugi mogao označiti. Sada koristimo radio botune.,185,True,False,False,False,False,True,M1qdXb5Y,0,0,"# Description

Checkboxovi za način isporuke nisu funkcionirali. Da bi se promjenio način isporuke trenutni checkbox bi se morao odznačiti kako bi se drugi mogao označiti. Sada koristimo radio botune.",48.0,2.0,112.80333333333334,4.7001388888888895,28,25,0,89.28571428571429,0.0,4,2,1,50.0,25.0
65.87333333333333,2.7447222222222223,512,2844141683,closed,True,False,2025-09-19T14:51:38Z,2025-09-22T08:44:02Z,2025-09-22T08:44:02Z,2025-09-22T08:44:04Z,,2025-09-19T14:51:38+00:00,[user_2],2,[user_2],6,[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],28,92,6,2,120,0,0,2,2,0,0,0,2025-09-20T13:25:50+00:00,2025-09-20T13:25:50+00:00,22.57,22.57,14,2,0,6,946 BE: Validacijski responsovi,31,232,TypeScript,NestJS-ov HttpException tip ima cause atribut kojeg san iskoristia da se ispisu validacijske greske. Maka san one provjere tipa errora jer ce uvik bit Yupov Validation Error ako padne validacija. Updatean ApiError tip,217,False,False,True,False,True,False,7OYiVh93,0,0,"# Description

NestJS-ov HttpException tip ima cause atribut kojeg san iskoristia da se ispisu validacijske greske. Maka san one provjere tipa errora jer ce uvik bit Yupov Validation Error ako padne validacija. Updatean ApiError tip",48.0,2.0,17.873333333333335,0.7447222222222223,34,1,34,2.941176470588235,100.0,4,0,4,0.0,100.0
76.63416666666667,3.193090277777778,513,2846140906,closed,True,False,2025-09-20T09:37:40Z,2025-09-23T14:15:43Z,2025-09-23T14:15:43Z,2025-09-23T14:15:45Z,,2025-09-20T09:37:40+00:00,[user_2],2,[user_2],6,[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],170,137,13,5,307,0,5,6,2,4,0,0,2025-09-20T13:55:22+00:00,2025-09-22T21:50:57+00:00,4.295,60.22138888888889,24,5,0,8,965 FS Azurirat user permisije,30,83,TypeScript,Di god su falile neke permisije dodane da se svih 15 koristi svugdi.,68,False,False,False,True,True,True,O6bBz8zK,0,0,"# Description

Di god su falile neke permisije dodane da se svih 15 koristi svugdi.",37.0,1.5416666666666667,39.63416666666667,1.6514236111111111,13,2,13,15.384615384615385,100.0,5,0,5,0.0,100.0
510.0319444444444,21.251331018518517,514,2850492404,closed,True,False,2025-09-22T17:52:23Z,2025-10-13T23:54:18Z,2025-10-13T23:54:18Z,2025-10-13T23:54:20Z,2025-10-07T11:52:36Z,2025-09-22T17:52:23+00:00,[user_4],4,[user_4],4,[user_2]|[user_4]|[user]|[user_3],312,10,19,54,322,5,53,27,2,25,0,0,2025-10-07T15:11:48+00:00,2025-10-13T08:02:25+00:00,357.3236111111111,494.1672222222222,89,54,5,10,958 fs idle status part 1,25,950,TypeScript,"- cron puni ""temp"" tablicu WaitingReminders - provjerava je svaka 3 sata - ako uhvati entitet sto 2 tjedna je u status ""čekanje"", kreira notifikaciju svim korisnicima -> userId je null u Notification - pošto je userId null onda sam stavio da je u takvoj notifikaciji je creator ""Sustav"" - ako smo za jedan resurs/entitet vec napravili reminder notif onda nece opet za isti - ako se 13ti dan, minut prije, promjeni status u nešto drugo - ne stvara notifikaciju - zasad imamo status samo na event objektu pa njih samo provjeravamo sada ZA TESTIRAT: - U reminder.service.ts na ln 22 prominit Cron okidanje na neko manje vrijeme npr. EVERY_10_SECONDS - Kreirat event sa statusom čekanje. Otvori prisma studio i trebao bi biti u WaitingReminder tablici novi redak za taj event. - prominit njegov waitingSince datum na 14 dana prije. - u iducem pozivu crona bi se trebala onda stvorit notifikacija u Notifications i prikaze se na frontenu.",933,False,False,True,False,True,True,,0,0,"# Description

- cron puni ""temp"" tablicu WaitingReminders
- provjerava je svaka 3 sata 
- ako uhvati entitet sto 2 tjedna je u status ""čekanje"", kreira notifikaciju svim korisnicima -> userId je null u Notification
- pošto je userId null onda sam stavio da je u takvoj notifikaciji je creator ""Sustav""
- ako smo za jedan resurs/entitet vec napravili reminder notif onda nece opet za isti
- ako se 13ti dan, minut prije, promjeni status u nešto drugo - ne stvara notifikaciju
- zasad imamo status samo na event objektu pa njih samo provjeravamo sada

ZA TESTIRAT:
- U reminder.service.ts na ln 22 prominit Cron okidanje na neko manje vrijeme npr. EVERY_10_SECONDS
- Kreirat event sa statusom čekanje. Otvori prisma studio i trebao bi biti u WaitingReminder tablici novi redak za taj event.
- prominit njegov waitingSince datum na 14 dana prije.
- u iducem pozivu crona bi se trebala onda stvorit notifikacija u Notifications i prikaze se na frontenu.",168.0,7.0,342.0319444444444,14.251331018518515,148,129,0,87.16216216216216,0.0,6,0,6,0.0,100.0
63.20527777777778,2.6335532407407407,515,2851084068,closed,True,False,2025-09-22T20:42:58Z,2025-09-25T11:55:17Z,2025-09-25T11:55:17Z,2025-09-25T11:55:19Z,2025-09-23T17:15:03Z,2025-09-22T20:42:58+00:00,[user_6],6,[user_6],4,[user_4]|[user]|[user_7]|[user_3],9,44,1,7,53,0,3,4,2,2,0,0,2025-09-24T09:30:58+00:00,2025-09-24T10:26:06+00:00,36.8,37.71888888888889,23,7,0,5,FE: UI tablice korisnika,24,110,TypeScript,Na prikazu korisnika checkboxovi za sve permisije zasebno zamijenjeni samo counterom permisija.,95,False,False,True,False,False,True,G3DyNUdA,0,0,"# Description

Na prikazu korisnika checkboxovi za sve permisije zasebno zamijenjeni samo counterom permisija.",0.0,0.0,63.20527777777778,2.6335532407407407,12,2,12,16.666666666666664,100.0,4,0,4,0.0,100.0
60.43694444444444,2.5182060185185184,516,2851450888,closed,True,False,2025-09-22T23:28:46Z,2025-09-25T11:54:59Z,2025-09-25T11:54:59Z,2025-09-25T11:55:01Z,2025-09-23T17:15:28Z,2025-09-22T23:28:46+00:00,[user_6],6,[user_6],3,[user_4]|[user]|[user_7],22,64,11,1,86,0,0,1,1,0,0,0,2025-09-24T18:58:53+00:00,2025-09-24T18:58:53+00:00,43.50194444444445,43.50194444444445,13,1,0,4,FE: Dodati isLoading na Button,30,103,TypeScript,Dodan isLoading prop na Button. Svugdje gdje se koristi Spinner dodan isLoading buttonu.,88,False,False,True,False,False,True,ihpfgwUA,0,0,"# Description

Dodan isLoading prop na Button. Svugdje gdje se koristi Spinner dodan isLoading buttonu.",0.0,0.0,60.43694444444444,2.5182060185185184,13,1,13,7.6923076923076925,100.0,5,1,5,20.0,100.0
42.99888888888889,1.7916203703703706,517,2856779658,closed,True,False,2025-09-24T12:27:31Z,2025-09-26T07:27:27Z,2025-09-26T07:27:27Z,2025-09-26T07:27:29Z,2025-09-24T13:36:59Z,2025-09-24T12:27:31+00:00,[user_2],2,[user_2],7,[user_2]|[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],560,367,23,14,927,0,2,5,3,1,1,0,2025-09-25T17:44:03+00:00,2025-09-25T18:56:32+00:00,29.275555555555556,30.48361111111111,29,14,0,6,934 FS Validacije,17,1530,TypeScript,"Ciscenje validacije za event, inventory item i usera: - Dodani strict:true na pozivima event, inventoryItem i user validatora na BE - Maknuti atributi isEditing, provjerava se edit mode po tome da li je ID prisutan u objektu koji se validira - Omoguceno slanje samo polja koja zelimo mijenjati putem PATCHa (nemora se sve slat da prodje validator) - Dodani typeError u validatorima sa porukom za provjeru tipa polja - Obrisana 2  nekoristena tipa iz packages/types/_user.ts - Alignanje/updateanje zastarjelih tipova - Manje promjene na hookovima za forme - Forme koriste validatore u create modu jer uvik salju sva polja na PATCH (u edit modu kad bi stavili neko required polje na prazno proslo bi validaciju a nebi tribalo) - Updatean frontendUserValidation da required polja ostanu required osim passworda koji je opcionalan na editu - Maknut id parametar iz update metoda u servisima jer sami updateData vec sadrzava ID a u controlleru se svakako provjerava ID Mismatch Namucia san se oko toga da nam ovi validatori valjaju za create i za patch za FE i BE, naletia san miljon problema i sa tipovima i sa bugovima a najvise san izgubia vrimena kad mi je prolazilo validaciju u edit modu na FE a na BE padala a koriste istog validatora: na kraju san skonta da formik pribaci prazan string u undefined tokom validacije zbog cega bi proslo u edit modeu na FE jer polje bude optional a na BE bi palo jer se tamo ne pretvori u undefined. Naletia san i na issue za to: https://github.com/jaredpalmer/formik/issues/805",1513,False,False,False,True,True,True,5ha9DNWq,0,0,"# Description

Ciscenje validacije za event, inventory item i usera:

- Dodani strict:true na pozivima event, inventoryItem i user validatora na BE
- Maknuti atributi isEditing, provjerava se edit mode po tome da li je ID prisutan u objektu koji se validira
- Omoguceno slanje samo polja koja zelimo mijenjati putem PATCHa (nemora se sve slat da prodje validator)
- Dodani typeError u validatorima sa porukom za provjeru tipa polja
- Obrisana 2  nekoristena tipa iz packages/types/_user.ts
- Alignanje/updateanje zastarjelih tipova
- Manje promjene na hookovima za forme
- Forme koriste validatore u create modu jer uvik salju sva polja na PATCH (u edit modu kad bi stavili neko required polje na prazno proslo bi validaciju a nebi tribalo)
- Updatean frontendUserValidation da required polja ostanu required osim passworda koji je opcionalan na editu
- Maknut id parametar iz update metoda u servisima jer sami updateData vec sadrzava ID a u controlleru se svakako provjerava ID Mismatch

Namucia san se oko toga da nam ovi validatori valjaju za create i za patch za FE i BE, naletia san miljon problema i sa tipovima i sa bugovima a najvise san izgubia vrimena kad mi je prolazilo validaciju u edit modu na FE a na BE padala a koriste istog validatora: na kraju san skonta da formik pribaci prazan string u undefined tokom validacije zbog cega bi proslo u edit modeu na FE jer polje bude optional a na BE bi palo jer se tamo ne pretvori u undefined. Naletia san i na issue za to: https://github.com/jaredpalmer/formik/issues/805",0.0,0.0,42.99888888888889,1.7916203703703706,254,57,253,22.440944881889763,99.60629921259843,3,0,3,0.0,100.0
98.80388888888888,4.116828703703704,518,2859548297,closed,True,False,2025-09-25T07:45:41Z,2025-09-29T10:33:55Z,2025-09-29T10:33:55Z,2025-09-29T10:33:57Z,,2025-09-25T07:45:41+00:00,[user_3],3,[user_3],7,[user_2]|[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],254,80,14,51,334,0,9,10,3,6,1,0,2025-09-25T07:56:40+00:00,2025-09-25T15:15:39+00:00,0.1830555555555555,7.499444444444444,69,51,0,7,919 FE: Notifications workaround,32,444,TypeScript,"Na klik notifikacije se otvara prozor s promjenama koje su se dogodile. Za testiranje mergajte https://github.com/[user]/[project]/pull/482 branch u ovaj. Napravljene su sljedeće izmjene: - Dodana nova komponenta ChangesPage - Prilagođene rute za navigaciju i za api - Dodan useFetchChange hook - Reusable helperi iz Changes komponente prebačeni u changes.helpers.ts, tako da se mogu koristiti i u ChangesPage - Popravljeni tipovi",429,False,False,True,False,False,True,6OiXZ6GD,0,0,"# Description

Na klik notifikacije se otvara prozor s promjenama koje su se dogodile. Za testiranje mergajte https://github.com/[user]/[project]/pull/482 branch u ovaj.
Napravljene su sljedeće izmjene:
- Dodana nova komponenta ChangesPage
- Prilagođene rute za navigaciju i za api
- Dodan useFetchChange hook
- Reusable helperi iz Changes komponente prebačeni u changes.helpers.ts, tako da se mogu koristiti i u ChangesPage
- Popravljeni tipovi",48.0,2.0,50.80388888888888,2.116828703703704,63,53,4,84.12698412698413,6.349206349206349,4,0,4,0.0,100.0
10.918055555555556,0.4549189814814815,519,2859858515,closed,True,False,2025-09-25T09:10:46Z,2025-09-25T20:05:51Z,2025-09-25T20:05:51Z,2025-09-25T20:05:53Z,2025-09-25T09:27:14Z,2025-09-25T09:10:46+00:00,[user_2],2,[user_2],6,[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],35,24,1,2,59,0,0,1,1,0,0,0,2025-09-25T20:04:03+00:00,2025-09-25T20:04:03+00:00,10.888055555555557,10.888055555555557,14,2,0,6,884 BE (Refactor): mapServiceNamesToFieldChanges,48,118,TypeScript,"Refaktor mapiranja imena usluga prilikom dohvacanja event promjena, cilj je bia izbjec mutacije u JS-u.",103,False,False,False,True,True,False,bZRXpTQF,0,0,"# Description

Refaktor mapiranja imena usluga prilikom dohvacanja event promjena, cilj je bia izbjec mutacije u JS-u.",0.0,0.0,10.918055555555556,0.4549189814814815,16,3,16,18.75,100.0,4,0,4,0.0,100.0
117.24333333333334,4.885138888888889,520,2861018325,closed,True,False,2025-09-25T14:56:37Z,2025-09-30T12:11:13Z,2025-09-30T12:11:13Z,2025-09-30T12:11:16Z,2025-09-25T15:00:30Z,2025-09-25T14:56:37+00:00,[user_2],2,[user_2],6,[user_4]|[user]|[user_5]|[user_6]|[user_7]|[user_3],20,76,5,5,96,2,2,3,1,2,0,0,2025-09-27T14:03:08+00:00,2025-09-30T10:52:29+00:00,47.10861111111111,115.93111111111112,23,5,2,7,841 FS Cleanup event service status,35,557,TypeScript,Cleanup logike filtriranja evenata po statusu. Status query parametar dolazi ko array ili samo ko string ako je samo jedan pa san prilagodia tip statusa. Neznan zasto je ovo filtriranje po statusu uopce ostalo na BE kad se samo fetchaju svi eventovi i sve se filtrira na FE osin statusa. Tribalo bi vidit ocemo li filtrirat sve na FE Promjene: - Pociscena logika filtriranja po statusu - Obrisani ne koristeni argumenti - Rename getPaginated -> getAll - Pociscen useFetchEvents da ne salje lokacije kad se svakako s njima nista ne radi na BE,541,False,False,False,True,True,True,0QBMqlJo,0,0,"# Description

Cleanup logike filtriranja evenata po statusu. Status query parametar dolazi ko array ili samo ko string ako je samo jedan pa san prilagodia tip statusa. Neznan zasto je ovo filtriranje po statusu uopce ostalo na BE kad se samo fetchaju svi eventovi i sve se filtrira na FE osin statusa. Tribalo bi vidit ocemo li filtrirat sve na FE

Promjene:
- Pociscena logika filtriranja po statusu
- Obrisani ne koristeni argumenti
- Rename getPaginated -> getAll
- Pociscen useFetchEvents da ne salje lokacije kad se svakako s njima nista ne radi na BE",48.0,2.0,69.24333333333334,2.885138888888889,88,16,88,18.181818181818183,100.0,6,0,6,0.0,100.0
0.0927777777777777,0.0038657407407407,521,2863082348,closed,True,False,2025-09-26T08:33:34Z,2025-09-26T08:39:08Z,2025-09-26T08:39:08Z,2025-09-26T08:39:16Z,,2025-09-26T08:33:34+00:00,[user_2],2,[user_2],0,,5,6,2,1,11,0,0,0,0,0,0,0,,,,,7,1,0,1,FE (Bug): delete event,22,171,TypeScript,"Initial values nisu imale ID pa nije moglo obrisat/restoreat event, sad se salje ID u initial values al ID maknemo u formi da bude validacija u create modu.",156,True,False,False,False,False,True,TASK_ID,0,0,"# Description

Initial values nisu imale ID pa nije moglo obrisat/restoreat event, sad se salje ID u initial values al ID maknemo u formi da bude validacija u create modu.",0.0,0.0,0.0927777777777777,0.0038657407407407,29,5,29,17.24137931034483,100.0,4,0,4,0.0,100.0
