pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author,merged_by_login,reviewer_count,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,description,task_id,images_count,body,description_word_count,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes,pr_type,position,has_reviewer_[user_2],has_reviewer_[user_4],has_reviewer_[user],has_reviewer_[user_5],has_reviewer_[user_6],has_reviewer_[user_7],has_reviewer_nsitum,reviewer_team_size,reviewer_team_small,reviewer_team_medium,reviewer_team_large,author_is_reviewer
607,2994371150,2025-11-10T09:21:51Z,2025-11-12T07:46:34Z,2025-11-12T07:46:34Z,2025-11-12T07:46:36Z,2025-11-10T09:42:46Z,2025-11-10T09:21:51+00:00,[user_2],[user_2],3,270,288,60,8,558,0,4,3,1,2,0,0,2025-11-10T09:42:31+00:00,2025-11-11T14:55:58+00:00,2,14596163 FS: JWT request,"reduciranje JWTa na samo ID i OIB popravljen AuthRequest tip alignano hendlanje u socket i roles guardovima (nemozemo vise gledat iz jwt nego moramo zvat user service) za sve provjere korisnika dodan useCurrentUser hook koji fetcha korisnika prema IDu iz JWTa: - ode se oslanjamo na cache na BE da ne radi req na bazu svaki put a to mi nije bas idealno al trenutno ne vidin bolje rjesenje, ako imate prijedlog vicite",,0,"# Description

reduciranje JWTa na samo ID i OIB
popravljen AuthRequest tip
alignano hendlanje u socket i roles guardovima (nemozemo vise gledat iz jwt nego moramo zvat user service)
za sve provjere korisnika dodan useCurrentUser hook koji fetcha korisnika prema IDu iz JWTa:
- ode se oslanjamo na cache na BE da ne radi req na bazu svaki put a to mi nije bas idealno al trenutno ne vidin bolje rjesenje, ako imate prijedlog vicite",72,20.666666666666664,1774.1166666666666,0.0,2784.716666666667,refactor,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
633,3017736204,2025-11-17T14:37:41Z,2025-11-21T09:39:05Z,2025-11-21T09:39:05Z,2025-11-21T09:39:07Z,,2025-11-17T14:37:41+00:00,[user_2],[user_2],1,0,172,7,1,172,0,0,1,1,0,0,0,2025-11-19T12:42:02+00:00,2025-11-19T12:42:02+00:00,0,14807758 FS: Client module,obrisano: - client module - useFetchClients hook - CLIENTS u apiRoutes,,0,"# Description

obrisano:
- client module
- useFetchClients hook
- CLIENTS u apiRoutes",8,2764.35,2764.35,1440.0,4021.4,refactor,fullstack,False,False,False,False,False,False,True,1,1,0,0,0
658,3054361454,2025-11-28T15:21:21Z,2025-12-02T07:30:49Z,2025-12-02T07:30:49Z,2025-12-02T07:30:51Z,2025-11-28T15:25:47Z,2025-11-28T15:21:21+00:00,[user_2],[user_2],2,27,20,1,5,47,0,0,1,1,0,0,0,2025-11-29T15:57:37+00:00,2025-11-29T15:57:37+00:00,2,15000839 BE: Assignee promjena,dodano mapiranje odgovornih osoba za promjene dogadaja da se prikazu imena a ne ID u povijesti promjena prilikom promjene odgovorne osobe.,,0,"# Description

dodano mapiranje odgovornih osoba za promjene dogadaja da se prikazu imena a ne ID u povijesti promjena prilikom promjene odgovorne osobe.",21,1476.2666666666669,1476.2666666666669,2880.0,2409.4666666666667,fix,backend,False,False,True,False,False,False,True,2,1,0,0,0
611,2995639373,2025-11-10T14:58:23Z,2025-11-11T14:14:18Z,2025-11-11T14:14:18Z,2025-11-11T14:14:21Z,,2025-11-10T14:58:23+00:00,nsitum,nsitum,1,204,202,1,2,406,0,0,0,0,0,0,0,,,1,14087874 FE: Grupiranje event polja,Izmijenjena lokacija polja na event formi.,,1,"# Description

Izmijenjena lokacija polja na event formi.",6,,,0.0,1395.9166666666667,refactor,frontend,False,False,True,False,False,False,False,1,1,0,0,0
653,3039407357,2025-11-24T10:36:46Z,2025-12-02T14:41:06Z,2025-12-02T14:41:05Z,2025-12-02T14:41:09Z,2025-11-24T15:49:20Z,2025-11-24T10:36:46+00:00,[user_2],[user_2],3,983,1726,61,20,2709,9,4,5,1,4,0,0,2025-11-25T16:03:50+00:00,2025-12-02T14:31:58+00:00,4,14831895 FS: Kontakt je klijent,"previse promjena da bi ih popisa al evo povrsinski glavne: promjenjena logika kontakata/klijenata sukladno tasku: - polja ime, prezime, mail i kontakt klijenta su sada iskljucivo u Kontakti dijelu i definiraju samog klijenta zajedno sa poljima tip klijenta, ime tvrtke i porezni broj tvrtke (oni su na razini eventa ali opisuju sve klijente navedene pod ""Kontakti"") - prilikom kreiranja eventa radi se upsert klijenata da minimiziramo duplikate ali kreiramo nove klijente za svaki novi tip klijenta ili oib firme (npr. 3 eventa: 1. privatna osoba ivo.ivic@unist.hr 2. pravna osoba ivo.ivic@unist.hr, firma A, OIB: 11111111111, 3. pravna osoba ivo.ivic@unist.hr, firma B, OIB: 22222222222 rezultirati ce sa 3 klijenta Ivo Ivić sa razlicitim tipom, oibom, ovo cemo kasnije ako bude potrebe lako ujediniti nekom skriptom) - obrisani ""Kontakti"" u formi klijenta",,0,"# Description

previse promjena da bi ih popisa al evo povrsinski glavne:

promjenjena logika kontakata/klijenata sukladno tasku:
- polja ime, prezime, mail i kontakt klijenta su sada iskljucivo u Kontakti dijelu i definiraju samog klijenta zajedno sa poljima tip klijenta, ime tvrtke i porezni broj tvrtke (oni su na razini eventa ali opisuju sve klijente navedene pod ""Kontakti"")
- prilikom kreiranja eventa radi se upsert klijenata da minimiziramo duplikate ali kreiramo nove klijente za svaki novi tip klijenta ili oib firme (npr. 3 eventa: 
1. privatna osoba ivo.ivic@unist.hr
2. pravna osoba ivo.ivic@unist.hr, firma A, OIB: 11111111111,
3. pravna osoba ivo.ivic@unist.hr, firma B, OIB: 22222222222
rezultirati ce sa 3 klijenta Ivo Ivić sa razlicitim tipom, oibom, ovo cemo kasnije ako bude potrebe lako ujediniti nekom skriptom)
- obrisani ""Kontakti"" u formi klijenta",136,1767.0666666666666,11755.2,2880.0,8884.316666666666,refactor,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
506,2837095781,2025-09-17T15:36:10Z,2025-09-24T09:08:57Z,2025-09-24T09:08:57Z,2025-09-24T09:08:59Z,,2025-09-17T15:36:10+00:00,nsitum,nsitum,7,79,30,7,2,109,0,6,9,3,6,0,0,2025-09-18T11:30:06+00:00,2025-09-18T11:30:06+00:00,7,940 FE: EmptyState komponenta,Prikaz empty state-a u pagevima je prebačen u novu EmptyState komponentu. Napisani testovi za istoimenu komponentu.,5H4j06TF,0,"# Description

Prikaz empty state-a u pagevima je prebačen u novu EmptyState komponentu. Napisani testovi za istoimenu komponentu.",17,1193.9333333333332,1193.9333333333332,2880.0,6812.783333333333,refactor,frontend,True,True,True,True,True,True,True,7,0,0,1,1
577,2956316963,2025-10-28T18:25:31Z,2025-10-29T14:09:24Z,2025-10-29T14:09:24Z,2025-10-29T14:09:26Z,,2025-10-28T18:25:31+00:00,[user_2],[user_2],5,71,9,2,2,80,0,0,1,1,0,0,0,2025-10-29T12:32:31+00:00,2025-10-29T12:32:31+00:00,5,14503663 BE (Bug): Google kalendar polja,updatedAt i permanentlyDeletedAt izbaceni iz google kalendar eventa primjetia san da ima jos par stvari koje su krive npr: za klijenta pokaze njegov ID umisto imena i prezimena pa san tamo di je falilo selecta i clienta u event repou da se uvik dobavi i klijent dodano i mapiranje za internalStatus polje,,0,"# Description

updatedAt i permanentlyDeletedAt izbaceni iz google kalendar eventa
primjetia san da ima jos par stvari koje su krive npr: za klijenta pokaze njegov ID umisto imena i prezimena pa san tamo di je falilo selecta i clienta u event repou da se uvik dobavi i klijent
dodano i mapiranje za internalStatus polje",52,1087.0,1087.0,0.0,1183.8833333333334,fix,backend,False,True,True,False,True,True,True,5,0,0,1,0
631,3016792826,2025-11-17T09:40:57Z,2025-11-21T09:38:03Z,2025-11-21T09:38:03Z,2025-11-21T09:38:05Z,,2025-11-17T09:40:57+00:00,[user_2],[user_2],2,23,7,2,2,30,0,0,1,1,0,0,0,2025-11-19T12:41:19+00:00,2025-11-19T12:41:19+00:00,2,14801053 FS: Status nepoznato validacija,dopusti event status Nepoznato za događaje kreiranje prije 1.lipnja 2025.,,0,"# Description

dopusti event status Nepoznato za događaje kreiranje prije 1.lipnja 2025.",11,3060.366666666667,3060.366666666667,1440.0,4317.100000000001,fix,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
511,2841391659,2025-09-18T19:07:50Z,2025-09-25T11:56:02Z,2025-09-25T11:56:02Z,2025-09-25T11:56:03Z,2025-09-22T20:51:27Z,2025-09-18T19:07:50+00:00,[user_6],[user_6],3,54,26,1,4,80,0,6,2,1,1,0,0,2025-09-18T22:14:58+00:00,2025-09-23T13:56:26+00:00,3,954 fe način isporuke,Checkboxovi za način isporuke nisu funkcionirali. Da bi se promjenio način isporuke trenutni checkbox bi se morao odznačiti kako bi se drugi mogao označiti. Sada koristimo radio botune.,M1qdXb5Y,0,"# Description

Checkboxovi za način isporuke nisu funkcionirali. Da bi se promjenio način isporuke trenutni checkbox bi se morao odznačiti kako bi se drugi mogao označiti. Sada koristimo radio botune.",28,187.13333333333333,6888.6,2880.0,6768.200000000001,fix,frontend,False,True,True,False,False,True,False,3,0,1,0,0
662,3055690363,2025-11-29T15:14:09Z,2025-12-01T23:04:15Z,2025-12-01T23:04:15Z,2025-12-01T23:04:16Z,,2025-11-29T15:14:09+00:00,nsitum,nsitum,2,5,1,2,2,6,0,0,1,1,0,0,0,2025-12-01T10:25:58+00:00,2025-12-01T10:25:58+00:00,2,"15005494 FE: Disableati polje ""Odgovorna osoba""","Isključena polja ""Odgovorna osoba"" ako korisnik nema permisiju CAN_MANAGE_ASSIGNEES",,0,"# Description

Isključena polja ""Odgovorna osoba"" ako korisnik nema permisiju CAN_MANAGE_ASSIGNEES",9,2591.816666666667,2591.816666666667,1920.0,1430.1,fix,frontend,True,False,True,False,False,False,False,2,1,0,0,0
690,3081828865,2025-12-08T14:18:45Z,2025-12-09T13:17:32Z,2025-12-09T13:17:32Z,2025-12-09T13:17:34Z,,2025-12-08T14:18:45+00:00,[user_2],[user_2],2,52,0,3,3,52,0,3,2,1,1,0,0,2025-12-09T11:15:53+00:00,2025-12-09T13:16:59+00:00,3,"14831599 BE: Endpoint za novi ""number"" ponude",dodan GET endpoint za iduci number ponude,,0,"# Description

dodan GET endpoint za iduci number ponude",7,1257.1333333333334,1378.2333333333331,0.0,1378.7833333333333,feature,backend,False,False,True,False,False,False,True,2,1,0,0,0
640,3029458856,2025-11-20T11:19:32Z,2025-11-21T11:29:27Z,2025-11-21T11:29:27Z,2025-11-21T11:29:29Z,,2025-11-20T11:19:32+00:00,nsitum,nsitum,2,5,0,1,1,5,0,0,1,1,0,0,0,2025-11-21T10:59:28+00:00,2025-11-21T10:59:28+00:00,1,"14829591 FE: Dodati disclaimer na ekran ""Ponude""","Dodan disclaimer na stranicu ""Ponude""",,1,"# Description

Dodan disclaimer na stranicu ""Ponude""",5,1419.9333333333334,1419.9333333333334,0.0,1449.9166666666663,update,frontend,True,False,True,False,False,False,False,2,1,0,0,0
652,3036538803,2025-11-22T16:21:39Z,2025-11-22T16:30:14Z,2025-11-22T16:30:14Z,2025-11-22T16:30:16Z,,2025-11-22T16:21:39+00:00,nsitum,nsitum,0,15,9,4,1,24,0,0,0,0,0,0,0,,,0,Quickfix: Empty dashes,Dodan EMPTY_DASH varijable gdje je potrebno.,TASK_ID,0,"# Description

Dodan EMPTY_DASH varijable gdje je potrebno.",6,,,8.583333333333329,-3.3306690738754696e-15,fix,other,False,False,False,False,False,False,False,0,1,0,0,0
568,2929953142,2025-10-20T14:01:43Z,2025-10-24T15:21:16Z,2025-10-24T15:21:16Z,2025-10-24T15:21:18Z,2025-10-21T13:48:31Z,2025-10-20T14:01:43+00:00,nsitum,nsitum,5,361,16,15,11,377,0,2,1,1,0,0,0,2025-10-22T08:14:04+00:00,2025-10-22T08:14:04+00:00,5,14216309 FE: Izmjena lozinke,"Napravljena je nova, neovisna i generička forma za izmjenu lozinke. ID i lozinka se šalju na postojeći PATCH endpoint. Napravljene su sljedeće izmjene: - Maknuta polja lozinke na editu - Ažuriran FormUserType i user forma da je pogodna za kreiranje i uređivanje zaposlenika - Dodana zasebna validacija za restart lozinke - Dodana nova stavka u dropdown zaposlenika i pokraj gumba ""Uredi"" na pregledu zaposlenika - Dodana change-password podruta /dashboard ruti",,3,"# Description

Napravljena je nova, neovisna i generička forma za izmjenu lozinke. ID i lozinka se šalju na postojeći PATCH endpoint. Napravljene su sljedeće izmjene:
- Maknuta polja lozinke na editu
- Ažuriran FormUserType i user forma da je pogodna za kreiranje i uređivanje zaposlenika
- Dodana zasebna validacija za restart lozinke
- Dodana nova stavka u dropdown zaposlenika i pokraj gumba ""Uredi"" na pregledu zaposlenika
- Dodana change-password podruta /dashboard ruti",66,2532.35,2532.35,0.0,5839.55,update,frontend,True,True,True,False,True,True,False,5,0,0,1,0
519,2859858515,2025-09-25T09:10:46Z,2025-09-25T20:05:51Z,2025-09-25T20:05:51Z,2025-09-25T20:05:53Z,2025-09-25T09:27:14Z,2025-09-25T09:10:46+00:00,[user_2],[user_2],6,35,24,1,2,59,0,0,1,1,0,0,0,2025-09-25T20:04:03+00:00,2025-09-25T20:04:03+00:00,6,884 BE (Refactor): mapServiceNamesToFieldChanges,"Refaktor mapiranja imena usluga prilikom dohvacanja event promjena, cilj je bia izbjec mutacije u JS-u.",bZRXpTQF,0,"# Description

Refaktor mapiranja imena usluga prilikom dohvacanja event promjena, cilj je bia izbjec mutacije u JS-u.",16,653.2833333333334,653.2833333333334,0.0,655.0833333333334,refactor,backend,False,True,True,True,True,True,True,6,0,0,1,0
527,2878115540,2025-10-01T12:47:13Z,2025-10-03T10:25:15Z,2025-10-03T10:25:15Z,2025-10-03T10:25:17Z,2025-10-02T06:02:46Z,2025-10-01T12:47:13+00:00,[user_2],[user_2],5,53,3,4,5,56,0,0,1,1,0,0,0,2025-10-03T06:11:07+00:00,2025-10-03T06:11:07+00:00,5,BE: Inventory migration basics,Dodani enumi InventoryType i inventoryGroup Dodana polja type i group na InventoryItem Dodana migracijska skripta: postojece InventoryIteme zakucavamo na type: PRODUCT i group: INVENTORY,,0,"# Description

Dodani enumi InventoryType i inventoryGroup
Dodana polja type i group na InventoryItem
Dodana migracijska skripta: postojece InventoryIteme zakucavamo na type: PRODUCT i group: INVENTORY",24,2483.9,2483.9,0.0,2738.0333333333333,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
622,3006007108,2025-11-13T08:44:57Z,2025-11-14T11:25:36Z,2025-11-14T11:25:36Z,2025-11-14T11:25:38Z,,2025-11-13T08:44:57+00:00,[user_2],[user_2],3,70,32,3,1,102,0,2,2,1,1,0,0,2025-11-13T14:28:29+00:00,2025-11-13T14:28:29+00:00,2,14760669 BE: Event polja za klijenta,za klijente dobavljena event polja: - Datum - Vrijeme - trajanje - Usluga - Način isporuke - Lokacija - Vrsta klijenta - Telefon klijenta - E-mail klijenta - Broj osoba u narudžbi: od - do - Napomene,,0,"# Description

za klijente dobavljena event polja:
- Datum
- Vrijeme
- trajanje
- Usluga
- Način isporuke
- Lokacija
- Vrsta klijenta
- Telefon klijenta
- E-mail klijenta
- Broj osoba u narudžbi: od - do
- Napomene",26,343.5333333333333,343.5333333333333,0.0,1600.65,update,backend,True,False,True,False,False,False,True,3,0,1,0,1
706,3102044382,2025-12-15T11:08:34Z,2025-12-15T11:27:30Z,2025-12-15T11:27:30Z,2025-12-15T11:27:31Z,,2025-12-15T11:08:34+00:00,[user_2],[user_2],2,10,6,2,1,16,0,0,1,1,0,0,0,2025-12-15T11:12:11+00:00,2025-12-15T11:12:11+00:00,2,15299245 FE: useFetchTaxes enabled,dodan prop enabled u useFetchTaxes hooku da ne fetchamo poreze kad ne treba (meni forma ne prikazuje cijene),,0,"# Description

dodan prop enabled u useFetchTaxes hooku da ne fetchamo poreze kad ne treba (meni forma ne prikazuje cijene)",18,3.6166666666666623,3.6166666666666623,0.0,18.93333333333333,refactor,frontend,False,False,True,False,False,False,True,2,1,0,0,0
609,2995410985,2025-11-10T13:55:31Z,2025-11-10T14:02:53Z,2025-11-10T14:02:53Z,2025-11-10T14:02:55Z,2025-11-10T13:56:26Z,2025-11-10T13:55:31+00:00,[user_2],[user_2],1,1,0,1,2,1,0,0,1,1,0,0,0,2025-11-10T13:59:47+00:00,2025-11-10T13:59:47+00:00,0,14703968 BE: Notifikacije,nebi se dohvacale notifikacije jer se dobavljaju sve notifikacije kreirane nakon user.createdAt a kad su se prebacivale metode iz session repozitorija u user repozitorija desia se propust i nije se dohvaca createdAt na getById,,0,"# Description

nebi se dohvacale notifikacije jer se dobavljaju sve notifikacije kreirane nakon user.createdAt a kad su se prebacivale metode iz session repozitorija u user repozitorija desia se propust i nije se dohvaca createdAt na getById",35,4.266666666666666,4.266666666666666,0.0,7.366666666666662,fix,backend,False,False,False,False,False,False,True,1,1,0,0,0
566,2928891319,2025-10-20T07:34:10Z,2025-10-21T14:39:43Z,2025-10-21T14:39:43Z,2025-10-21T14:39:46Z,,2025-10-20T07:34:10+00:00,nsitum,nsitum,6,350,77,13,6,427,2,6,9,4,5,0,0,2025-10-20T07:35:02+00:00,2025-10-20T08:02:20+00:00,5,14268042 FS: notifications filter,"Dodano je filtriranje notifikacija tako da je kreirana postavka ""Samo sistemske notifikacija"" koja je uključena po defaultu. Originalno sam napravia da se filtrira dropdown, notifications page, i ne pokazuje toast ako su u pitanju sistemske notifikacije međutim poslije sam došao do informacije da filtriramo samo na page-u pa sam ostavio samo na page-u. Napravljene su sljedeće promjene: - Dodana NotificationsFilter komponenta po uzoru na ostale filter komponente - Prilagođeno filtriranje notifikacija tako da s FE šaljemo ""systemOnly"" param - Dodano BE filtriranje pomoću ""systemOnly"" parama - U badge-u u notifikacijama dodan broj sistemskih notifikacija - U dropdownu i dalje vidimo zadnjih 5 notifikacija bez obzira na pošiljatelja",,0,"# Description

Dodano je filtriranje notifikacija tako da je kreirana postavka ""Samo sistemske notifikacija"" koja je uključena po defaultu. Originalno sam napravia da se filtrira dropdown, notifications page, i ne pokazuje toast ako su u pitanju sistemske notifikacije međutim poslije sam došao do informacije da filtriramo samo na page-u pa sam ostavio samo na page-u. Napravljene su sljedeće promjene:
- Dodana NotificationsFilter komponenta po uzoru na ostale filter komponente
- Prilagođeno filtriranje notifikacija tako da s FE šaljemo ""systemOnly"" param
- Dodano BE filtriranje pomoću ""systemOnly"" parama
- U badge-u u notifikacijama dodan broj sistemskih notifikacija
- U dropdownu i dalje vidimo zadnjih 5 notifikacija bez obzira na pošiljatelja",105,0.866666666666664,28.166666666666664,0.0,1865.55,update,fullstack,True,True,True,False,True,True,True,6,0,0,1,1
595,2976231421,2025-11-04T11:25:42Z,2025-11-04T15:40:49Z,2025-11-04T15:40:49Z,2025-11-04T15:40:51Z,,2025-11-04T11:25:42+00:00,nsitum,nsitum,2,40,7,2,1,47,0,0,1,1,0,0,0,2025-11-04T15:01:12+00:00,2025-11-04T15:01:12+00:00,2,14596145 FE: Rikverc: Postavke,Dodana nova VITE_HIDE_SETTINGS_PAGE varijabla na temelju koje prikazujemo/skrivamo postavke i njegove iteme u navigaciji.,,0,"# Description

Dodana nova VITE_HIDE_SETTINGS_PAGE varijabla na temelju koje prikazujemo/skrivamo postavke i njegove iteme u navigaciji.",15,215.5,215.5,0.0,255.11666666666667,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
637,3017892239,2025-11-17T15:19:34Z,2025-11-17T15:26:11Z,2025-11-17T15:26:11Z,2025-11-17T15:26:13Z,,2025-11-17T15:19:34+00:00,[user_2],[user_2],0,10,10,1,1,20,0,0,0,0,0,0,0,,,0,14807764 BE: Event controller prefix,dodan prefix u event controlleru da ne ponavljamo /events za svaki endpoint,,0,"# Description

dodan prefix u event controlleru da ne ponavljamo /events za svaki endpoint",12,,,0.0,6.616666666666662,fix,backend,False,False,False,False,False,False,False,0,1,0,0,0
660,3055450335,2025-11-29T08:45:59Z,2025-12-03T21:13:52Z,2025-12-03T21:13:52Z,2025-12-03T21:13:54Z,2025-11-29T08:48:39Z,2025-11-29T08:45:59+00:00,[user_2],[user_2],3,133,43,8,14,176,0,4,4,1,2,0,1,2025-12-02T13:17:51+00:00,2025-12-03T20:44:44+00:00,4,14829616 BE: 1 događaj : N ponuda,"priprema BE za vise ponuda na dogadaju: - dodane potrebne metode na servisima i repozitorijima - popravljen/pojednostavljen cache na offer repozitoriju da radi kao i kod eventa, producta... - azuriranje tipova",,0,"# Description

priprema BE za vise ponuda na dogadaju:
- dodane potrebne metode na servisima i repozitorijima
- popravljen/pojednostavljen cache na offer repozitoriju da radi kao i kod eventa, producta...
- azuriranje tipova",29,4591.866666666667,6478.750000000001,2340.0,4167.883333333333,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
681,3074563091,2025-12-05T09:47:40Z,2025-12-05T12:38:36Z,2025-12-05T12:38:36Z,2025-12-05T12:38:38Z,,2025-12-05T09:47:40+00:00,nsitum,nsitum,2,138,117,15,5,255,0,2,1,1,0,0,0,2025-12-05T12:21:39+00:00,2025-12-05T12:21:39+00:00,2,15015875 FE: Izmijeniti sve sa Users... u Employee,Izmijenjeno sve sa Users... u Employees... ili Clients... tamo di se koristi naravno.,,0,"# Description

Izmijenjeno sve sa Users... u Employees... ili Clients... tamo di se koristi naravno.",13,153.98333333333335,153.98333333333335,0.0,170.93333333333334,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
669,3067612268,2025-12-03T14:14:34Z,2025-12-05T15:47:24Z,2025-12-05T15:47:24Z,2025-12-05T15:47:26Z,2025-12-05T10:05:13Z,2025-12-03T14:14:34+00:00,[user_2],[user_2],3,188,22,8,11,210,0,11,4,1,3,0,0,2025-12-05T11:52:17+00:00,2025-12-05T15:46:05+00:00,3,14831111 BE: Polja za validnost ponude,dodana polja za validnost ponude: - migracijska skripta defaulta sve postojece ponude na: vrijedi od danas i vrijedi 7 dana - azurirani tipovi - azuriran validator - dodan CRON job koji stavlja sve istekle ponude na status Isteklo - kreirana promjena ponude (kada sustav stavi ponudu na Isteklo) za userId ima null sto predstavlja sustav,,0,"# Description

dodana polja za validnost ponude:
- migracijska skripta defaulta sve postojece ponude na: vrijedi od danas i vrijedi 7 dana
- azurirani tipovi
- azuriran validator
- dodan CRON job koji stavlja sve istekle ponude na status Isteklo
- kreirana promjena ponude (kada sustav stavi ponudu na Isteklo) za userId ima null sto predstavlja sustav",50,2737.7166666666667,2971.516666666667,0.0,2972.8333333333335,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
542,2901432095,2025-10-09T17:05:01Z,2025-10-10T14:41:32Z,2025-10-10T14:41:32Z,2025-10-10T14:41:33Z,,2025-10-09T17:05:01+00:00,nsitum,nsitum,6,11,19,1,2,30,1,0,2,1,0,1,0,2025-10-10T08:06:04+00:00,2025-10-10T13:22:39+00:00,6,14024662 FE (Bug): Multievent listener,"Socket eventovi su se logirali više puta, ovo su uzroci: - useSocketEvent je koristio socket.onAny koji je hvatao sve evente bez obzira na prefiks - Višestruke registracije listenera su dodatno multiplicirale evente Za dijagnostiku sam šeta po projektu i istestira što svaki useSocketEvent radi, ispostavilo se da onAny poziva sve evente (uključujući one koje hook uopće ne sluša) Umjesto onAny sam stavio on koji sluša samo jedan, točno određeni event. Počistio sam ostatak za koji mislim da je višak, testira sam notifikacije i ostatak aplikacije koji se oslanja na useSocketEvent i nisam naletio na probleme. Svakako istestirajte pa javite ako naletite na problem.",,0,"# Description

Socket eventovi su se logirali više puta, ovo su uzroci:
- useSocketEvent je koristio socket.onAny koji je hvatao sve evente bez obzira na prefiks
- Višestruke registracije listenera su dodatno multiplicirale evente

Za dijagnostiku sam šeta po projektu i istestira što svaki useSocketEvent radi, ispostavilo se da onAny poziva sve evente (uključujući one koje hook uopće ne sluša)

Umjesto onAny sam stavio on koji sluša samo jedan, točno određeni event. Počistio sam ostatak za koji mislim da je višak, testira sam notifikacije i ostatak aplikacije koji se oslanja na useSocketEvent i nisam naletio na probleme. Svakako istestirajte pa javite ako naletite na problem.",102,901.05,1217.6333333333334,0.0,1296.5166666666669,fix,frontend,True,True,True,True,True,True,False,6,0,0,1,0
516,2851450888,2025-09-22T23:28:46Z,2025-09-25T11:54:59Z,2025-09-25T11:54:59Z,2025-09-25T11:55:01Z,2025-09-23T17:15:28Z,2025-09-22T23:28:46+00:00,[user_6],[user_6],3,22,64,11,1,86,0,0,1,1,0,0,0,2025-09-24T18:58:53+00:00,2025-09-24T18:58:53+00:00,4,FE: Dodati isLoading na Button,Dodan isLoading prop na Button. Svugdje gdje se koristi Spinner dodan isLoading buttonu.,ihpfgwUA,0,"# Description

Dodan isLoading prop na Button. Svugdje gdje se koristi Spinner dodan isLoading buttonu.",13,2610.116666666667,2610.116666666667,0.0,3626.2166666666662,update,frontend,False,True,True,False,False,True,False,3,0,1,0,0
620,3002684720,2025-11-12T12:45:02Z,2025-11-14T12:35:23Z,2025-11-14T12:35:23Z,2025-11-14T12:35:25Z,,2025-11-12T12:45:02+00:00,[user_2],[user_2],2,91,35,16,11,126,1,0,2,1,1,0,0,2025-11-13T13:59:43+00:00,2025-11-14T12:16:23+00:00,3,14741084 FS: Assignee permisija,dodana canManageAssignees permisija,,0,"# Description

dodana canManageAssignees permisija",3,1514.6833333333334,2851.35,0.0,2870.35,feature,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
532,2884134896,2025-10-03T07:56:48Z,2025-10-06T09:45:13Z,2025-10-06T09:45:13Z,2025-10-06T09:45:16Z,2025-10-03T08:23:20Z,2025-10-03T07:56:48+00:00,[user_2],[user_2],6,119,22,25,7,141,0,2,2,1,1,0,0,2025-10-03T08:55:33+00:00,2025-10-03T09:23:04+00:00,5,14067712 BE: Service changes,Na update usluge kreirana promjena Dodan endpoint za dobavljanje promjena odredene usluge Dodan canViewServiceChanges permission Cleanup UpdateService tipa Alignano i cleanupano di je tribalo,,0,"# Description

Na update usluge kreirana promjena
Dodan endpoint za dobavljanje promjena odredene usluge
Dodan canViewServiceChanges permission
Cleanup UpdateService tipa
Alignano i cleanupano di je tribalo",24,58.75,86.26666666666667,2880.0,1548.4166666666663,fix,backend,True,True,True,False,True,True,True,6,0,0,1,1
541,2900575628,2025-10-09T12:34:27Z,2025-10-09T20:01:06Z,2025-10-09T20:01:06Z,2025-10-09T20:01:08Z,2025-10-09T16:48:48Z,2025-10-09T12:34:27+00:00,[user_2],[user_2],5,535,523,53,10,1058,0,0,1,1,0,0,0,2025-10-09T18:12:23+00:00,2025-10-09T18:12:23+00:00,5,13966184 BE: Inventory migration implementation,"- rename Inventory modula u Product - endpointovi prebaceni u /products - updateana schema za inventory -> product - migracijska skripta za inventory -> product - tipovi, konstante i validator za inventory -> product - pociscen naming po product module",,0,"# Description

- rename Inventory modula u Product
- endpointovi prebaceni u /products
- updateana schema za inventory -> product
- migracijska skripta za inventory -> product
- tipovi, konstante i validator za inventory -> product
- pociscen naming po product module",31,337.93333333333334,337.93333333333334,0.0,446.65,update,backend,False,True,True,False,True,True,True,5,0,0,1,0
